Human.Entrez.ID,Human.Gene.Name,Human.Uniprot.ID,Volgyi_2017,Neuner_2017,Sweet_2016,Shi_2014,Chang_2015,Chang_2013,Zolochevska_2018,Krivinko_2018
5717,PSMD11,O00231,0,0,0,0,1,0,0,0
1629,DBT,P11182,0,0,0,0,1,0,0,0
51143,DYNC1LI1,Q9Y6G9,0,0,0,0,1,0,0,0
10938,EHD1,Q9H4M9,0,0,0,0,1,0,0,0
10971,YWHAQ,P27348,0,0,1,0,1,0,0,1
3837,KPNB1,Q14974,0,0,0,0,1,0,0,0
529,ATP6V1E1,P36543,0,1,0,0,1,0,0,0
9900,SV2A,Q7L0J3,0,0,1,0,1,0,0,1
7335,UBE2V1,Q13404,0,0,0,0,1,0,0,0
3301,DNAJA1,P31689,0,0,0,0,1,0,0,0
6184,RPN1,P04843,0,1,0,0,1,0,0,0
9559,VPS26A,O75436,0,0,0,0,1,0,0,0
9211,LGI1,O95970,0,0,0,0,1,0,0,0
27020,NPTN,Q9Y639,0,0,0,0,1,0,0,0
6767,ST13,P50502,0,0,0,0,1,0,0,0
8480,RAE1,P78406,0,0,0,0,1,0,0,0
6506,SLC1A2,P43004,1,0,0,1,1,0,0,0
2794,GNL1,P36915,0,0,0,0,1,0,0,0
57552,NCEH1,Q6PIU2,0,0,0,0,1,0,0,0
8514,KCNAB2,Q13303,0,0,0,0,1,0,0,0
10910,SUGT1,Q9Y2Z0,0,0,0,0,1,0,0,0
23580,CDC42EP4,Q9H3Q1,0,0,0,0,1,0,0,0
5300,PIN1,Q13526,0,0,0,0,1,0,0,0
7163,TPD52,P55327,0,0,0,0,1,0,0,0
5217,PFN2,P35080,0,0,0,0,1,0,1,0
51181,DCXR,Q7Z4W1,0,0,0,0,1,0,0,0
5901,RAN,P62826,0,0,0,0,1,0,0,0
10726,NUDC,Q9Y266,0,0,0,0,1,0,0,0
961,CD47,Q08722,1,0,0,1,1,0,0,0
7879,RAB7A,P51149,0,0,0,0,1,0,0,0
9352,TXNL1,O43396,0,0,0,0,1,0,0,0
3843,IPO5,O00410,0,0,0,0,1,0,0,0
3337,DNAJB1,P25685,0,0,0,0,1,0,0,0
7334,UBE2N,P61088,0,0,0,0,1,0,0,0
5605,MAP2K2,P36507,0,0,0,0,1,0,0,0
5813,PURA,Q00577,0,0,0,0,1,0,0,0
5879,RAC1,P63000,0,0,1,0,1,0,0,1
4722,NDUFS3,O75489,0,0,0,1,1,0,0,0
5375,PMP2,P02689,0,0,0,0,1,0,0,0
5567,PRKACB,P22694,0,0,0,0,1,0,0,0
23603,CORO1C,Q9ULV4,0,0,0,0,1,0,0,0
8825,LIN7A,O14910,0,0,0,0,1,0,0,0
29767,TMOD2,Q9NZR1,0,0,0,0,1,0,0,0
9446,GSTO1,P78417,0,0,0,0,1,0,0,0
1399,CRKL,P46109,0,0,0,0,1,0,0,0
2098,ESD,P10768,0,0,0,0,1,0,0,0
25927,CNRIP1,Q96F85,0,0,0,0,1,0,0,0
7277,TUBA4A,P68366,0,0,0,0,1,0,0,0
781,CACNA2D1,P54289,0,0,1,0,1,0,0,1
528,ATP6V1C1,P21283,0,0,0,0,1,0,0,0
3615,IMPDH2,P12268,0,1,0,0,1,0,0,0
5579,PRKCB,P05771,0,0,0,0,1,0,0,0
3927,LASP1,Q14847,0,0,0,0,1,0,0,0
291,SLC25A4,P12235,0,0,0,0,1,0,0,0
2052,EPHX1,P07099,0,0,0,0,1,0,0,0
5595,MAPK3,P27361,0,0,0,0,1,0,0,0
5581,PRKCE,Q02156,0,0,1,0,1,0,0,1
64422,ATG3,Q9NT62,0,0,0,0,1,0,0,0
29924,EPN1,Q9Y6I3,0,0,0,0,1,0,0,0
53616,ADAM22,Q9P0K1,0,0,0,0,1,0,0,0
7386,UQCRFS1,P47985,0,0,0,1,1,0,0,0
26060,APPL1,Q9UKG1,0,0,0,0,1,0,0,0
26289,AK5,Q9Y6K8,0,0,0,0,1,0,0,0
55967,NDUFA12,Q9UI09,0,0,0,0,1,0,0,0
2185,PTK2B,Q14289,0,0,0,0,1,0,0,0
84254,CAMKK1,Q8N5S9,0,0,0,0,1,0,0,0
4676,NAP1L4,Q99733,0,0,0,0,1,0,0,0
8473,OGT,O15294,0,0,0,0,1,0,0,0
2539,G6PD,P11413,0,0,0,0,1,0,0,0
10857,PGRMC1,O00264,0,0,0,0,1,0,0,0
5414,SEPT4,O43236,0,0,1,0,1,0,0,1
4685,NCAM2,O15394,0,0,1,0,1,0,0,1
8027,STAM,Q92783,0,0,0,0,1,0,0,0
3831,KLC1,Q07866,0,0,0,0,1,0,0,0
5245,PHB,P35232,0,0,1,0,1,0,0,1
2181,ACSL3,O95573,0,0,0,0,1,0,0,0
4677,NARS,O43776,0,0,0,0,1,0,0,0
5066,PAM,P19021,0,0,0,0,1,0,0,0
9796,PHYHIP,Q92561,0,0,0,0,1,0,0,0
5833,PCYT2,Q99447,0,0,0,0,1,0,0,0
114876,OSBPL1A,Q9BXW6,0,0,0,0,1,0,0,0
5684,PSMA3,P25788,0,0,0,0,1,0,0,0
84886,C1orf198,Q9H425,0,0,0,0,1,0,0,0
9868,TOMM70A,O94826,0,0,0,0,1,0,0,0
51079,NDUFA13,Q9P0J0,0,0,0,0,1,0,0,0
6900,CNTN2,Q02246,0,0,0,0,1,0,0,0
7915,ALDH5A1,P51649,0,0,0,0,1,0,0,0
829,CAPZA1,P52907,0,0,0,0,1,0,0,0
220296,HEPACAM,Q14CZ8,0,0,0,0,1,0,0,0
54938,SARS2,Q9NP81,0,0,0,0,1,0,0,0
9901,SRGAP3,O43295,0,0,0,0,1,0,0,0
6623,SNCG,O76070,0,0,0,0,1,0,0,0
7114,TMSB4X,P62328,0,0,0,0,1,0,0,0
5226,PGD,P52209,0,0,0,0,1,0,0,0
3251,HPRT1,P00492,1,0,0,0,1,0,0,0
3612,IMPA1,P29218,0,0,0,0,1,0,0,0
1329,COX5B,P10606,0,1,0,0,1,0,0,0
203068,TUBB,P07437,0,0,1,0,1,0,0,1
1072,CFL1,P23528,0,0,0,1,1,0,0,0
84263,HSDL2,Q6YN16,0,0,0,0,1,0,0,0
10814,CPLX2,Q6PUV4,0,0,0,0,1,0,0,0
37,ACADVL,P49748,0,0,0,0,1,0,0,0
682,BSG,P35613,0,0,0,0,1,0,0,0
23157,SEPT6,Q14141,0,0,0,0,1,0,0,0
6620,SNCB,Q16143,0,0,0,1,1,0,0,0
81855,SFXN3,Q9BWM7,0,0,0,1,1,0,0,0
28988,DBNL,Q9UJU6,0,0,0,0,1,0,0,0
6272,SORT1,Q99523,0,0,0,0,1,0,0,0
6507,SLC1A3,P43003,0,0,1,0,1,0,0,1
8209,C21orf33,P30042,0,0,0,0,1,0,0,0
3925,STMN1,P16949,0,0,0,0,1,0,0,0
98,ACYP2,P14621,0,0,0,0,1,0,0,0
81553,FAM49A,Q9H0Q0,0,0,0,0,1,0,0,0
5654,HTRA1,Q92743,0,0,0,0,1,0,0,0
57863,CADM3,Q8N126,0,0,0,0,1,0,0,0
1627,DBN1,Q16643,0,0,0,0,1,0,0,0
5524,PPP2R4,Q15257,0,0,1,0,1,0,0,1
509,ATP5C1,P36542,0,0,0,1,1,0,0,0
4729,NDUFV2,P19404,0,0,0,0,1,0,0,0
57446,NDRG3,Q9UGV2,0,0,0,0,1,0,0,0
55738,ARFGAP1,Q8N6T3,0,0,0,0,1,0,0,0
6804,STX1A,Q16623,0,0,0,1,1,0,0,0
1845,DUSP3,P51452,0,0,0,0,1,0,0,0
1159,CKMT1B,P12532,0,0,0,0,1,0,0,0
1463,NCAN,O14594,0,0,0,0,1,0,0,0
10493,VAT1,Q99536,0,0,0,0,1,0,0,0
27183,VPS4A,Q9UN37,0,0,0,0,1,0,0,0
1429,CRYZ,Q08257,0,0,0,0,1,0,0,0
5602,MAPK10,P53779,0,0,0,0,1,0,0,0
7812,CSDE1,O75534,0,0,0,0,1,0,0,0
5095,PCCA,P05165,0,1,0,0,1,0,0,0
54828,BCAS3,Q9H6U6,0,0,0,0,1,0,0,0
5129,CDK18,Q07002,0,0,0,0,1,0,0,0
6742,SSBP1,Q04837,0,0,0,0,1,0,0,0
55739,CARKD,Q8IW45,0,0,0,0,1,0,0,0
1434,CSE1L,P55060,0,0,0,0,1,0,0,0
29091,STXBP6,Q8NFX7,0,0,0,0,1,0,0,0
4701,NDUFA7,O95182,0,1,0,0,1,0,0,0
5705,PSMC5,P62195,0,0,0,0,1,0,0,0
57026,PDXP,Q96GD0,0,0,0,0,1,0,0,0
3190,HNRNPK,P61978,1,0,0,0,1,0,0,0
7458,EIF4H,Q15056,0,0,0,0,1,0,0,0
3300,DNAJB2,P25686,0,0,0,0,1,0,0,0
3181,HNRNPA2B1,P22626,0,0,0,0,1,0,0,0
427,ASAH1,Q13510,0,0,0,0,1,0,0,0
91584,PLXNA4,Q9HCM2,0,0,0,0,1,0,0,0
23122,CLASP2,O75122,0,0,0,0,1,0,0,0
22948,CCT5,P48643,0,0,0,0,1,0,0,0
5789,PTPRD,P23468,0,0,0,0,1,0,0,0
5576,PRKAR2A,P13861,0,0,0,0,1,0,0,0
84446,BRSK1,Q8TDC3,0,0,0,0,1,0,0,0
79751,SLC25A22,Q9H936,0,1,1,1,1,0,0,1
537,ATP6AP1,Q15904,0,0,0,0,1,0,0,0
10449,ACAA2,P42765,0,0,0,0,1,0,0,0
8079,MLF2,Q15773,0,0,0,0,1,0,0,0
5093,PCBP1,Q15365,0,0,0,0,1,0,0,0
10314,LANCL1,O43813,0,0,0,0,1,0,0,0
65009,NDRG4,Q9ULP0,0,0,0,0,1,0,0,0
11171,STRAP,Q9Y3F4,0,0,0,0,1,0,0,0
54187,NANS,Q9NR45,0,0,0,0,1,0,0,0
814,CAMK4,Q16566,0,0,0,0,1,0,0,0
340543,TCEAL5,Q5H9L2,0,0,0,0,1,0,0,0
1428,CRYM,Q14894,1,0,0,0,1,0,0,0
490,ATP2B1,P20020,1,0,0,1,1,0,0,0
5781,PTPN11,Q06124,0,0,0,0,1,0,0,0
6558,SLC12A2,P55011,0,0,0,0,1,0,0,0
10484,SEC23A,Q15436,0,0,0,0,1,0,0,0
3421,IDH3G,P51553,0,0,0,0,1,0,0,0
5704,PSMC4,P43686,1,0,0,0,1,0,0,0
351,APP,P05067,0,1,0,0,1,0,0,0
27044,SND1,Q7KZF4,0,0,0,0,1,0,0,0
6301,SARS,P49591,0,0,0,0,1,0,0,0
1457,CSNK2A1,P68400,0,0,0,0,1,0,0,0
408,ARRB1,P49407,0,0,0,0,1,0,0,0
283638,CEP170B,Q9Y4F5,0,0,0,0,1,0,0,0
9922,IQSEC1,Q6DN90,0,1,0,0,1,0,0,0
51466,EVL,Q9UI08,0,0,0,0,1,0,0,0
5510,PPP1R7,Q15435,0,0,1,0,1,0,0,1
56243,KIAA1217,Q5T5P2,0,0,0,0,1,0,0,0
80150,ASRGL1,Q7L266,0,0,0,0,1,0,0,0
1462,VCAN,P13611,0,0,0,0,1,0,0,0
51164,DCTN4,Q9UJW0,0,0,0,0,1,0,0,0
1743,DLST,P36957,0,1,1,1,1,0,0,1
51400,PPME1,Q9Y570,0,0,0,0,1,0,0,0
9049,AIP,O00170,0,0,0,0,1,0,0,0
374291,NDUFS7,O75251,0,0,0,0,1,0,0,0
10133,OPTN,Q96CV9,0,0,0,0,1,0,0,0
1936,EEF1D,P29692,0,0,0,0,1,0,0,0
22911,WDR47,O94967,0,0,0,0,1,0,0,0
79969,ATAT1,Q5SQI0,0,0,0,0,1,0,0,0
79012,CAMKV,Q8NCB2,0,0,0,0,1,0,0,0
4705,NDUFA10,O95299,0,0,1,0,1,0,0,1
26232,FBXO2,Q9UK22,0,0,0,0,1,0,0,0
3417,IDH1,O75874,0,0,0,0,1,0,0,0
112476,PRRT2,Q7Z6L0,0,0,0,0,1,0,0,0
7296,TXNRD1,Q16881,0,0,0,0,1,0,0,0
6717,SRI,P30626,0,0,0,0,1,0,0,0
6772,STAT1,P42224,0,0,0,0,1,0,0,0
4144,MAT2A,P31153,0,0,0,0,1,0,0,0
128,ADH5,P11766,0,0,0,0,1,0,0,0
6342,SCP2,P22307,0,0,0,0,1,0,0,0
5297,PI4KA,P42356,0,0,1,0,1,0,0,1
81631,MAP1LC3B,Q9GZQ8,0,0,0,0,1,0,0,0
7087,ICAM5,Q9UMF0,0,0,0,0,1,0,0,0
146691,TOM1L2,Q6ZVM7,0,0,0,0,1,0,0,0
79929,MAP6D1,Q9H9H5,0,0,0,0,1,0,0,0
5062,PAK2,Q13177,0,0,0,0,1,0,0,0
23265,EXOC7,Q9UPT5,0,0,0,0,1,0,0,0
2512,FTL,P02792,0,0,0,0,1,0,0,0
51062,ATL1,Q8WXF7,0,0,0,0,1,0,0,0
92609,TIMM50,Q3ZCQ8,0,0,0,0,1,0,0,0
5305,PIP4K2A,P48426,0,0,0,0,1,0,0,0
6455,SH3GL1,Q99961,0,0,0,0,1,0,0,0
4673,NAP1L1,P55209,0,0,0,0,1,0,0,0
8537,BCAS1,O75363,0,0,0,0,1,0,0,0
10000,AKT3,Q9Y243,0,0,0,0,1,0,0,0
27101,CACYBP,Q9HB71,0,0,0,0,1,0,0,0
2109,ETFB,P38117,0,0,0,0,1,0,0,0
5709,PSMD3,O43242,0,0,0,0,1,0,0,0
257194,NEGR1,Q7Z3B1,0,0,0,0,1,0,0,0
2273,FHL1,Q13642,0,0,0,0,1,0,0,0
4637,MYL6,P60660,0,0,0,0,1,0,0,0
3188,HNRNPH2,P55795,0,0,0,0,1,0,0,0
2932,GSK3B,P49841,0,0,0,0,1,0,0,0
482,ATP1B2,P14415,0,0,0,1,1,0,0,0
54749,EPDR1,Q9UM22,0,0,0,0,1,0,0,0
759,CA1,P00915,0,0,0,0,1,0,0,0
23052,ENDOD1,O94919,0,0,0,0,1,0,0,0
5909,RAP1GAP,P47736,0,0,0,0,1,0,0,0
9793,CKAP5,Q14008,0,0,0,0,1,0,0,0
2935,GSPT1,P15170,0,0,0,0,1,0,0,0
2946,GSTM2,P28161,0,0,0,0,1,1,0,0
2936,GSR,P00390,0,0,0,0,1,0,0,0
2783,GNB2,P62879,0,0,0,0,1,0,0,0
6050,RNH1,P13489,0,0,0,0,1,0,0,0
8724,SNX3,O60493,0,0,0,0,1,0,0,0
22949,PTGR1,Q14914,0,0,0,0,1,0,0,0
116986,AGAP2,Q99490,0,0,0,0,1,0,0,0
3029,HAGH,Q16775,0,0,0,0,1,0,0,0
26999,CYFIP2,Q96F07,0,0,0,0,1,0,0,0
4140,MARK3,P27448,0,0,0,0,1,0,0,0
10947,AP3M2,P53677,0,0,0,0,1,0,0,0
9135,RABEP1,Q15276,0,0,0,0,1,0,0,0
4974,OMG,P23515,0,0,0,0,1,0,0,0
2017,CTTN,Q14247,0,0,0,0,1,0,0,0
210,ALAD,P13716,0,0,0,0,1,0,0,0
55577,NAGK,Q9UJ70,0,0,0,0,1,0,0,0
3956,LGALS1,P09382,0,0,0,0,1,0,0,0
1983,EIF5,P55010,0,0,0,0,1,0,0,0
10980,COPS6,Q7L5N1,0,0,0,0,1,0,0,0
127018,LYPLAL1,Q5VWZ2,0,0,0,0,1,0,0,0
10873,ME3,Q16798,0,0,0,0,1,0,0,0
5334,PLCL1,Q15111,0,0,0,0,1,0,0,0
11345,GABARAPL2,P60520,0,0,0,0,1,0,0,0
25813,SAMM50,Q9Y512,0,0,0,0,1,0,0,0
1962,EHHADH,Q9NY65,0,0,0,0,1,0,0,0
26086,GPSM1,Q86YR5,0,0,0,0,1,0,0,0
65108,MARCKSL1,P49006,0,0,0,0,1,0,0,0
26000,TBC1D10B,Q4KMP7,0,0,0,0,1,0,0,0
83856,FSD1L,Q9BXM9,0,0,0,0,1,0,0,0
55750,AGK,Q53H12,0,0,0,0,1,0,0,0
1404,HAPLN1,P10915,0,0,0,0,1,0,0,0
5708,PSMD2,Q13200,0,0,0,0,1,0,0,0
8634,RTCA,O00442,0,0,0,0,1,0,0,0
4035,LRP1,Q07954,0,0,0,0,1,0,0,0
9066,SYT7,O43581,0,0,1,0,1,0,0,1
114787,GPRIN1,Q7Z2K8,0,0,0,0,1,0,0,0
4893,NRAS,P01111,0,0,0,0,1,0,0,0
8574,AKR7A2,O43488,1,0,0,0,1,0,0,0
50865,HEBP1,Q9NRV9,0,0,0,0,1,0,0,0
401548,SNX30,Q5VWJ9,0,0,0,0,1,0,0,0
285172,FAM126B,Q8IXS8,0,0,0,0,1,0,0,0
3958,LGALS3,P17931,0,0,0,0,1,0,0,0
87,ACTN1,P12814,0,0,0,0,1,0,0,0
10006,ABI1,Q8IZP0,0,0,0,0,1,0,0,0
4884,NPTX1,Q15818,0,1,0,0,1,0,0,0
5911,RAP2A,P10114,0,0,0,0,1,0,0,0
63893,UBE2O,Q9C0C9,0,0,0,0,1,0,0,0
439,ASNA1,O43681,0,0,0,0,1,0,0,0
1200,TPP1,O14773,0,0,0,0,1,0,0,0
4978,OPCML,Q14982,1,0,0,0,1,0,0,0
5713,PSMD7,P51665,0,0,0,0,1,0,0,0
3735,KARS,Q15046,0,0,0,0,1,0,0,0
51144,HSD17B12,Q53GQ0,0,0,0,0,1,0,0,0
4351,MPI,P34949,0,0,0,0,1,0,0,0
115207,KCTD12,Q96CX2,0,0,1,0,1,0,0,1
8745,ADAM23,O75077,0,0,0,0,1,0,0,0
162,AP1B1,Q10567,0,0,1,0,1,0,0,1
54769,DIRAS2,Q96HU8,0,0,0,0,1,0,0,0
57584,ARHGAP21,Q5T5U3,0,0,0,0,1,0,0,0
5887,RAD23B,P54727,0,0,0,0,1,0,0,0
6390,SDHB,P21912,0,0,1,0,1,0,0,1
29959,NRBP1,Q9UHY1,0,0,0,0,1,0,0,0
51606,ATP6V1H,Q9UI12,0,0,0,0,1,0,0,0
79187,FSD1,Q9BTV5,0,0,0,0,1,0,0,0
998,CDC42,P60953,0,0,1,0,1,0,0,1
9218,VAPA,Q9P0L0,0,0,0,0,1,0,0,0
4724,NDUFS4,O43181,0,0,1,0,1,0,0,1
8936,WASF1,Q92558,0,0,0,0,1,0,0,0
5700,PSMC1,P62191,0,0,0,0,1,0,0,0
59338,PLEKHA1,Q9HB21,0,0,0,0,1,0,0,0
9854,C2CD2L,O14523,0,0,0,0,1,0,0,0
2729,GCLC,P48506,0,0,0,0,1,0,0,0
11344,TWF2,Q6IBS0,0,0,0,0,1,0,0,0
8682,PEA15,Q15121,1,0,0,0,1,0,0,0
135114,HINT3,Q9NQE9,0,0,0,0,1,0,0,0
5050,PAFAH1B3,Q15102,0,0,0,0,1,0,0,0
55236,UBA6,A0AVT1,0,0,0,0,1,0,0,0
10612,TRIM3,O75382,0,0,0,0,1,0,0,0
48,ACO1,P21399,0,0,1,0,1,0,0,1
5202,PFDN2,Q9UHV9,0,0,0,0,1,0,0,0
79641,ROGDI,Q9GZN7,0,0,0,0,1,0,0,0
10439,OLFM1,Q99784,0,0,0,0,1,0,0,0
139322,APOOL,Q6UXV4,0,0,0,0,1,0,0,0
7791,ZYX,Q15942,0,0,0,0,1,0,0,0
80347,COASY,Q13057,0,0,0,0,1,0,0,0
5049,PAFAH1B2,P68402,1,0,0,0,1,0,0,0
5687,PSMA6,P60900,0,0,0,0,1,0,0,0
5902,RANBP1,P43487,0,0,0,0,1,0,0,0
4513,COX2,P00403,0,0,0,1,1,0,0,0
83699,SH3BGRL2,Q9UJC5,0,0,0,0,1,0,0,0
9380,GRHPR,Q9UBQ7,0,0,0,0,1,0,0,0
3028,HSD17B10,Q99714,0,0,0,0,1,0,0,0
92259,MRPS36,P82909,0,0,0,0,1,0,0,0
2280,FKBP1A,P62942,0,0,0,0,1,0,0,0
2745,GLRX,P35754,0,0,0,0,1,0,0,0
9751,SNPH,O15079,0,0,0,0,1,0,0,0
5689,PSMB1,P20618,0,0,0,0,1,0,0,0
80700,UBXN6,Q9BZV1,0,0,0,0,1,1,0,0
9371,KIF3B,O15066,0,0,0,0,1,0,0,0
6421,SFPQ,P23246,0,0,0,0,1,0,0,0
7018,TF,P02787,1,0,0,0,1,0,0,0
26275,HIBCH,Q6NVY1,0,0,0,0,1,0,0,0
5036,PA2G4,Q9UQ80,0,0,0,0,1,0,0,0
84836,ABHD14B,Q96IU4,0,0,0,0,1,0,0,0
6223,RPS19,P39019,0,0,0,0,1,0,0,0
9024,BRSK2,Q8IWQ3,0,0,0,0,1,0,0,0
9525,VPS4B,O75351,0,0,0,0,1,0,0,0
10130,PDIA6,Q15084,1,0,0,0,1,0,0,0
785,CACNB4,O00305,0,0,0,0,1,0,0,0
112936,VPS26B,Q4G0F5,0,0,0,0,1,0,0,0
5861,RAB1A,P62820,0,0,1,0,1,0,0,1
54521,WDR44,Q5JSH3,0,0,0,0,1,0,0,0
23788,MTCH2,Q9Y6C9,0,0,0,0,1,0,0,0
23170,TTLL12,Q14166,0,0,0,0,1,0,0,0
1785,DNM2,P50570,0,0,0,0,1,0,0,0
2319,FLOT2,Q14254,0,0,1,0,1,0,0,1
10920,COPS8,Q99627,0,0,0,0,1,0,0,0
3799,KIF5B,P33176,0,0,0,0,1,0,0,0
81609,SNX27,Q96L92,0,0,0,0,1,0,0,0
1476,CSTB,P04080,0,0,0,0,1,0,0,0
51479,ANKFY1,Q9P2R3,0,0,0,0,1,0,0,0
57095,PITHD1,Q9GZP4,0,0,0,0,1,0,0,0
55611,OTUB1,Q96FW1,0,0,0,0,1,0,0,0
7082,TJP1,Q07157,0,0,0,0,1,0,0,0
164,AP1G1,O43747,0,0,0,0,1,0,0,0
2058,EPRS,P07814,0,0,0,0,1,0,0,0
10085,EDIL3,O43854,0,0,0,0,1,0,0,0
51100,SH3GLB1,Q9Y371,0,0,0,0,1,0,0,0
1471,CST3,P01034,0,0,0,0,1,0,0,0
9377,COX5A,P20674,0,0,0,0,1,0,0,0
84284,NTPCR,Q9BSD7,0,0,0,0,1,0,0,0
23386,NUDCD3,Q8IVD9,0,0,0,0,1,0,0,0
91683,SYT12,Q8IV01,0,0,0,0,1,0,0,0
5208,PFKFB2,O60825,0,0,0,0,1,0,0,0
5878,RAB5C,P51148,0,0,0,0,1,0,0,0
10092,ARPC5,O15511,0,0,0,0,1,0,0,0
8452,CUL3,Q13618,0,0,0,0,1,0,0,0
1212,CLTB,P09497,0,0,0,0,1,0,0,0
57488,ESYT2,A0FGR8,0,0,0,0,1,0,0,0
94097,SFXN5,Q8TD22,0,0,0,0,1,0,0,0
9026,HIP1R,O75146,0,0,0,0,1,0,0,0
1739,DLG1,Q12959,0,0,1,0,1,0,0,1
54472,TOLLIP,Q9H0E2,0,0,0,0,1,0,0,0
5361,PLXNA1,Q9UIW2,0,0,0,0,1,0,0,0
10815,CPLX1,O14810,0,0,0,0,1,0,0,0
55856,ACOT13,Q9NPJ3,0,0,0,0,1,0,0,0
2947,GSTM3,P21266,0,0,0,0,1,0,0,0
818,CAMK2G,Q13555,0,0,1,0,1,0,0,1
57468,SLC12A5,Q9H2X9,0,0,0,0,1,0,0,1
23111,SPG20,Q8N0X7,0,0,0,0,1,0,0,0
23558,WBP2,Q969T9,0,0,0,0,1,0,0,0
57662,CAMSAP3,Q9P1Y5,0,0,0,0,1,0,0,0
22998,LIMCH1,Q9UPQ0,0,0,0,0,1,0,0,0
114793,FMNL2,Q96PY5,0,0,0,0,1,0,0,0
29966,STRN3,Q13033,0,0,0,0,1,0,0,0
25932,CLIC4,Q9Y696,0,0,0,0,1,0,0,0
4702,NDUFA8,P51970,0,0,0,0,1,0,0,0
1652,DDT,P30046,0,0,0,0,1,0,0,0
1741,DLG3,Q92796,0,0,0,0,1,0,0,0
10617,STAMBP,O95630,0,0,0,0,1,0,0,0
3267,AGFG1,P52594,0,0,0,0,1,0,0,0
2823,GPM6A,P51674,0,1,0,0,1,0,0,0
9040,UBE2M,P61081,0,0,0,0,1,0,0,0
5333,PLCD1,P51178,0,0,0,0,1,0,0,0
2173,FABP7,O15540,0,0,0,0,1,0,0,0
23285,KIAA1107,Q9UPP5,0,0,0,0,1,0,0,0
64423,INF2,Q27J81,0,0,0,0,1,0,0,0
2781,GNAZ,P19086,0,0,1,0,1,0,0,1
5631,PRPS1,P60891,0,0,0,0,1,0,0,0
283209,PGM2L1,Q6PCE3,0,0,0,0,1,0,0,0
57628,DPP10,Q8N608,0,0,0,0,1,0,0,0
8723,SNX4,O95219,0,0,0,0,1,0,0,0
1211,CLTA,P09496,0,0,0,0,1,0,1,0
4642,MYO1D,O94832,0,0,0,0,1,0,0,0
1781,DYNC1I2,Q13409,0,0,0,0,1,0,0,0
5170,PDPK1,O15530,0,0,0,0,1,0,0,0
6855,SYP,P08247,0,0,0,1,1,0,0,0
216,ALDH1A1,P00352,0,0,0,0,1,0,0,0
1653,DDX1,Q92499,1,0,0,0,1,0,0,0
51517,NCKIPSD,Q9NZQ3,0,0,0,0,1,0,0,0
1314,COPA,P53621,0,0,0,0,1,0,0,0
22919,MAPRE1,Q15691,0,0,0,0,1,0,0,0
51678,MPP6,Q9NZW5,0,0,0,0,1,0,0,0
1740,DLG2,Q15700,0,0,1,0,1,0,0,1
7171,TPM4,P67936,0,0,0,0,1,0,0,0
9693,RAPGEF2,Q9Y4G8,0,0,0,0,1,0,0,0
55163,PNPO,Q9NVS9,1,0,0,0,1,0,0,0
5354,PLP1,P60201,0,0,0,1,1,0,0,0
51031,GLOD4,Q9HC38,0,0,0,0,1,0,0,0
8570,KHSRP,Q92945,0,0,0,0,1,0,0,0
1982,EIF4G2,P78344,0,0,0,0,1,0,0,0
10476,ATP5H,O75947,0,0,0,1,1,0,0,0
9181,ARHGEF2,Q92974,0,0,0,0,1,0,0,0
4695,NDUFA2,O43678,0,0,0,0,1,0,0,0
3064,HTT,P42858,0,0,0,0,1,0,0,0
214,ALCAM,Q13740,0,0,0,0,1,0,0,0
55847,CISD1,Q9NZ45,0,0,0,1,1,0,0,0
4731,NDUFV3,P56181,0,0,0,0,1,0,0,0
8655,DYNLL1,P63167,0,0,0,0,1,0,0,0
