Human.Entrez.ID,Human.Gene.Name,Human.Uniprot.ID,Volgyi_2017,Neuner_2017,Sweet_2016,Shi_2014,Chang_2015,Chang_2013,Zolochevska_2018,Krivinko_2018
10075,HUWE1,Q7Z6Z7,0,0,0,0,1,0,0,0
5372,PMM1,Q92871,0,0,0,0,1,0,0,0
534,ATP6V1G2,O95670,0,0,0,0,1,0,0,0
3151,HMGN2,P05204,0,0,0,0,1,0,0,0
5547,PRCP,P42785,0,0,0,0,1,0,0,0
2316,FLNA,P21333,0,0,0,0,1,0,0,0
10469,TIMM44,O43615,0,0,0,0,1,0,0,0
116841,SNAP47,Q5SQN1,0,0,0,0,1,0,0,0
2937,GSS,P48637,0,0,0,0,1,0,0,0
7514,XPO1,O14980,0,0,0,0,1,0,0,0
10768,AHCYL1,O43865,0,0,0,0,1,0,0,0
348,APOE,P02649,1,1,0,0,1,0,0,0
3094,HINT1,P49773,1,0,0,0,1,0,0,0
51412,ACTL6B,O94805,0,0,0,0,1,0,0,0
5599,MAPK8,P45983,0,0,0,0,1,0,0,0
8898,MTMR2,Q13614,0,0,0,0,1,0,0,0
23096,IQSEC2,Q5JU85,0,0,0,0,1,0,0,0
3895,KTN1,Q86UP2,0,0,0,0,1,0,0,0
10061,ABCF2,Q9UG63,0,0,0,0,1,0,0,0
27316,RBMX,P38159,0,0,0,0,1,0,0,0
8646,CHRD,Q9H2X0,0,0,0,0,1,0,0,0
23500,DAAM2,Q86T65,0,0,0,0,1,0,0,0
56829,ZC3HAV1,Q7Z2W4,0,0,0,0,1,0,0,0
8065,CUL5,Q93034,0,0,0,0,1,0,0,0
5825,ABCD3,P28288,0,0,0,0,1,0,0,0
84816,RTN4IP1,Q8WWV3,0,0,0,0,1,0,0,0
55198,APPL2,Q8NEU8,0,0,0,0,1,0,0,0
26092,TOR1AIP1,Q5JTV8,0,0,0,0,1,0,0,0
124454,EARS2,Q5JPH6,0,0,0,0,1,0,0,0
11333,PDAP1,Q13442,0,0,0,0,1,0,0,0
8237,USP11,P51784,0,0,0,0,1,0,0,0
5905,RANGAP1,P46060,0,0,0,0,1,0,0,0
5494,PPM1A,P35813,0,0,0,0,1,0,0,0
6136,RPL12,P30050,0,0,0,0,1,0,0,0
22905,EPN2,O95208,0,0,0,0,1,0,0,0
9149,DYRK1B,Q9Y463,0,0,0,0,1,0,0,0
7511,XPNPEP1,Q9NQW7,0,0,0,0,1,0,0,0
79611,ACSS3,Q9H6R3,0,0,0,0,1,0,0,0
28992,MACROD1,Q9BQ69,0,0,0,0,1,0,0,0
157807,CLVS1,Q8IUQ0,0,0,0,0,1,0,0,0
1891,ECH1,Q13011,0,0,0,0,1,0,0,0
6396,SEC13,P55735,0,0,0,0,1,0,0,0
50855,PARD6A,Q9NPB6,0,0,0,0,1,0,0,0
57348,TTYH1,Q9H313,0,0,0,0,1,0,0,0
84056,KATNAL1,Q9BW62,0,0,0,0,1,0,0,0
79877,DCAKD,Q8WVC6,0,0,0,0,1,0,0,0
129285,PPP1R21,Q6ZMI0,0,0,0,0,1,0,0,0
7965,AIMP2,Q13155,0,0,0,0,1,0,0,0
6636,SNRPF,P62306,0,0,0,0,1,0,0,0
23647,ARFIP2,P53365,0,0,0,0,1,0,0,0
928,CD9,P21926,0,0,0,0,1,0,0,0
7846,TUBA1A,Q71U36,0,0,0,0,1,1,1,0
60,ACTB,P60709,0,0,0,0,1,1,0,0
3045,HBD,P02042,0,0,0,0,1,0,0,0
6710,SPTB,P11277,0,0,1,0,1,0,0,1
874,CBR3,O75828,0,0,0,0,1,0,0,0
4831,NME2,P22392,0,0,0,0,1,0,0,0
3187,HNRNPH1,P31943,0,0,0,0,1,0,0,0
8775,NAPA,P54920,0,0,0,0,1,0,0,0
10890,RAB10,P61026,0,0,1,0,1,0,0,1
11021,RAB35,Q15286,0,0,0,0,1,0,0,0
83733,SLC25A18,Q9H1K4,0,0,0,0,1,0,0,0
4139,MARK1,Q9P0L2,0,0,0,0,1,0,0,0
144402,CPNE8,Q86YQ8,0,0,0,0,1,0,0,0
8546,AP3B1,O00203,0,0,0,0,1,0,0,0
23191,CYFIP1,Q7L576,0,0,0,0,1,0,0,0
2771,GNAI2,P04899,0,0,0,0,1,0,0,0
5868,RAB5A,P20339,0,0,0,0,1,0,0,0
131034,CPNE4,Q96A23,0,0,0,0,1,0,0,0
9043,SPAG9,O60271,0,0,0,0,1,0,0,0
4638,MYLK,Q15746,0,0,0,0,1,0,0,0
23066,CAND2,O75155,0,0,0,0,1,0,0,0
83858,ATAD3B,Q5T9A4,0,0,0,0,1,0,0,0
5756,TWF1,Q12792,0,0,0,0,1,0,0,0
9885,OSBPL2,Q9H1P3,0,0,0,0,1,0,0,0
221184,CPNE2,Q96FN4,0,0,0,0,1,0,0,0
2949,GSTM5,P46439,0,0,0,0,1,0,0,0
140465,MYL6B,P14649,0,0,0,0,1,0,0,0
9351,SLC9A3R2,Q15599,0,0,0,0,1,0,0,0
6470,SHMT1,P34896,0,0,0,0,1,0,0,0
333926,PPM1J,Q5JR12,0,0,0,0,1,0,0,0
10492,SYNCRIP,O60506,0,0,0,0,1,0,0,0
5869,RAB5B,P61020,0,0,0,0,1,0,0,0
3268,AGFG2,O95081,0,0,0,0,1,0,0,0
2180,ACSL1,P33121,0,0,0,0,1,0,0,0
224,ALDH3A2,P51648,0,0,0,0,1,0,0,0
1113,CHGA,P10645,0,0,0,0,1,0,0,0
23071,ERP44,Q9BS26,0,0,0,0,1,0,0,0
55607,PPP1R9A,Q9ULJ8,0,0,0,0,1,0,0,0
8650,NUMB,P49757,0,0,0,0,1,0,0,0
23760,PITPNB,P48739,0,0,0,0,1,0,0,0
64225,ATL2,Q8NHH9,0,0,0,0,1,0,0,0
345778,MTX3,Q5HYI7,0,0,0,0,1,0,0,0
10146,G3BP1,Q13283,0,0,0,0,1,0,0,0
7402,UTRN,P46939,0,0,0,0,1,0,0,0
7798,LUZP1,Q86V48,0,0,0,0,1,0,0,0
2475,MTOR,P42345,0,1,1,0,1,0,0,0
150726,FBXO41,Q8TF61,0,0,0,0,1,0,0,0
23513,SCRIB,Q14160,0,0,0,0,1,0,0,0
3685,ITGAV,P06756,0,0,0,0,1,0,0,0
54862,CC2D1A,Q6P1N0,0,0,0,0,1,0,0,0
153090,DAB2IP,Q5VWQ8,0,0,0,0,1,0,0,0
9897,KIAA0196,Q12768,0,0,0,0,1,0,0,0
32,ACACB,O00763,0,0,0,0,1,0,0,0
23078,VWA8,A3KMH1,0,0,0,0,1,0,0,0
57617,VPS18,Q9P253,0,0,0,0,1,0,0,0
9254,CACNA2D2,Q9NY47,0,0,0,0,1,0,0,0
57605,PITPNM2,Q9BZ72,0,0,0,0,1,0,0,0
126298,IRGQ,Q8WZA9,0,0,0,0,1,0,0,0
25973,PARS2,Q7L3T8,0,0,0,0,1,0,0,0
57221,ARFGEF3,Q5TH69,0,0,0,0,1,0,0,0
4915,NTRK2,Q16620,0,0,0,0,1,0,0,0
7249,TSC2,P49815,0,0,0,0,1,0,0,0
23277,CLUH,O75153,0,0,0,0,1,0,0,0
85358,SHANK3,Q9BYB0,0,0,1,0,1,0,0,1
64210,MMS19,Q96T76,0,0,0,0,1,0,0,0
1374,CPT1A,P50416,0,0,0,0,1,0,0,0
6509,SLC1A4,P43007,0,0,0,0,1,0,0,0
5335,PLCG1,P19174,0,0,0,0,1,0,0,0
25885,POLR1A,O95602,0,0,0,0,1,0,0,0
9229,DLGAP1,O14490,0,0,0,0,1,0,0,0
11276,SYNRG,Q9UMZ2,0,0,0,0,1,0,0,0
54495,TMX3,Q96JJ7,0,0,0,0,1,0,0,0
8801,SUCLG2,Q96I99,0,0,0,0,1,0,0,0
91782,CHMP7,Q8WUX9,0,0,0,0,1,0,0,0
5289,PIK3C3,Q8NEB9,0,0,0,0,1,0,0,0
8887,TAX1BP1,Q86VP1,0,0,0,0,1,0,0,0
9690,UBE3C,Q15386,0,0,0,0,1,0,0,0
7841,MOGS,Q13724,0,0,0,0,1,0,0,0
8454,CUL1,Q13616,0,0,0,0,1,0,0,0
2982,GUCY1A3,Q02108,0,0,0,0,1,0,0,0
3696,ITGB8,P26012,0,0,0,0,1,0,0,0
5921,RASA1,P20936,0,0,0,0,1,0,0,0
4691,NCL,P19338,0,0,0,0,1,0,0,0
9568,GABBR2,O75899,1,0,0,0,1,0,0,0
9743,ARHGAP32,A7KAX9,0,0,0,0,1,0,0,0
23637,RABGAP1,Q9Y3P9,0,0,0,0,1,0,0,0
50813,COPS7A,Q9UBW8,0,0,0,0,1,0,0,0
55233,MOB1A,Q9H8S9,0,0,0,0,1,0,0,0
80728,ARHGAP39,Q9C0H5,0,0,0,0,1,0,0,0
51102,MECR,Q9BV79,0,0,0,0,1,0,0,0
80262,C16orf70,Q9BSU1,0,0,0,0,1,0,0,0
8831,SYNGAP1,Q96PV0,0,1,1,0,1,0,0,1
22843,PPM1E,Q8WY54,0,0,0,0,1,0,0,0
196403,DTX3,Q8N9I9,0,0,0,0,1,0,0,0
493856,CISD2,Q8N5K1,0,0,0,0,1,0,0,0
56262,LRRC8A,Q8IWT6,0,0,0,0,1,0,0,0
10350,ABCA9,Q8IUA7,0,0,0,0,1,0,0,0
282974,STK32C,Q86UX6,0,0,0,0,1,0,0,0
2048,EPHB2,P29323,0,0,0,0,1,0,0,0
23190,UBXN4,Q92575,0,0,0,0,1,0,0,0
59283,CACNG8,Q8WXS5,0,0,0,0,1,0,0,0
55262,C7orf43,Q8WVR3,0,0,0,0,1,0,0,0
80301,PLEKHO2,Q8TD55,0,0,0,0,1,0,0,0
160760,PPTC7,Q8NI37,0,0,0,0,1,0,0,0
220717,RPLP0P6,Q8NHW5,0,0,0,0,1,0,0,0
374354,NHLRC2,Q8NBF2,0,0,0,0,1,0,0,0
79605,PGBD5,Q8N414,0,0,0,0,1,0,0,0
10498,CARM1,Q86X55,0,0,0,0,1,0,0,0
92335,STRADA,Q7RTN6,0,0,0,0,1,0,0,0
93100,NAPRT,Q6XQN6,0,0,0,0,1,0,0,0
388552,BLOC1S3,Q6QNY0,0,0,0,0,1,0,0,0
200186,CRTC2,Q53ET0,0,0,0,0,1,0,0,0
6856,SYPL1,Q16563,0,0,0,0,1,0,0,0
10953,TOMM34,Q15785,0,0,0,0,1,0,0,0
7536,SF1,Q15637,0,0,0,0,1,0,0,0
7706,TRIM25,Q14258,0,0,0,0,1,0,0,0
9610,RIN1,Q13671,0,0,0,0,1,0,0,0
55697,VAC14,Q08AM6,0,0,0,0,1,0,0,0
6130,RPL7A,P62424,0,0,0,0,1,0,0,0
382,ARF6,P62330,0,0,0,0,1,0,0,0
6576,SLC25A1,P53007,0,0,0,0,1,0,0,0
6611,SMS,P52788,0,0,0,0,1,0,0,0
4199,ME1,P48163,1,0,0,0,1,0,0,0
5780,PTPN9,P43378,0,0,0,0,1,0,0,0
5269,SERPINB6,P35237,0,0,0,0,1,0,0,0
6529,SLC6A1,P30531,1,0,0,0,1,0,0,0
5696,PSMB8,P28062,0,0,0,0,1,0,0,0
8834,TMEM11,P17152,0,0,0,0,1,0,0,0
653689,GSTT2B,P0CG30,0,0,0,0,1,0,0,0
3688,ITGB1,P05556,0,0,0,0,1,0,0,0
3118,HLA-DQA2,P01906,0,0,0,0,1,0,0,0
9567,GTPBP1,O00178,0,0,0,0,1,0,0,0
23192,ATG4B,Q9Y4P1,0,0,0,0,1,0,0,0
51004,COQ6,Q9Y2Z9,0,0,0,0,1,0,0,0
5303,PIN4,Q9Y237,0,0,0,0,1,0,0,0
9479,MAPK8IP1,Q9UQF2,0,0,0,0,1,0,0,0
23549,DNPEP,Q9ULA0,0,0,0,0,1,0,0,0
55573,CDV3,Q9UKY7,0,0,0,0,1,0,0,0
27034,ACAD8,Q9UKU7,0,0,0,0,1,0,0,0
51155,HN1,Q9UK76,0,0,0,0,1,0,0,0
51451,LCMT1,Q9UIC8,0,0,0,0,1,0,0,0
27122,DKK3,Q9UBP4,0,0,0,0,1,0,0,0
55970,GNG12,Q9UBI6,0,0,0,0,1,0,0,0
23732,FRRS1L,Q9P0K9,0,0,0,0,1,0,0,0
29086,BABAM1,Q9NWV8,0,0,0,0,1,0,0,0
55156,ARMC1,Q9NVT9,0,0,0,0,1,0,0,0
56474,CTPS2,Q9NRF8,0,0,0,0,1,0,0,0
57704,GBA2,Q9HCG7,0,0,0,0,1,0,0,0
80164,PRR36,Q9H6K5,0,0,0,0,1,0,0,0
56255,TMX4,Q9H1E5,0,0,0,0,1,0,0,0
84233,TMEM126A,Q9H061,0,0,0,0,1,0,0,0
27440,CECR5,Q9BXW7,0,0,0,0,1,0,0,0
23786,BCL2L13,Q9BXK5,0,0,0,0,1,0,0,0
65991,FUNDC2,Q9BWH2,0,0,0,0,1,0,0,0
11235,PDCD10,Q9BUL8,0,0,0,0,1,0,0,0
10844,TUBGCP2,Q9BSJ2,0,0,0,0,1,0,0,0
51204,TACO1,Q9BSH4,0,0,0,0,1,0,0,0
6391,SDHC,Q99643,0,0,0,0,1,0,0,0
91663,MYADM,Q96S97,0,1,0,0,1,0,0,0
116988,AGAP3,Q96P47,0,0,0,0,1,0,0,0
84321,THOC3,Q96J01,0,0,0,0,1,0,0,0
7803,PTP4A1,Q93096,0,0,0,0,1,0,0,0
5799,PTPRN2,Q92932,0,0,0,0,1,0,0,0
7464,CORO2A,Q92828,0,0,0,0,1,0,0,0
23446,SLC44A1,Q8WWI5,0,0,0,0,1,0,0,0
57599,WDR48,Q8TAF3,0,0,0,0,1,0,0,0
25870,SUMF2,Q8NBJ7,0,0,0,0,1,0,0,0
414149,ACBD7,Q8N6N7,0,0,0,0,1,0,0,0
58497,PRUNE,Q86TP1,0,0,0,0,1,0,0,0
25851,TECPR1,Q7Z6L1,0,0,0,0,1,0,0,0
56267,CCBL2,Q6YP21,0,0,0,0,1,0,0,0
133121,ENPP6,Q6UWR7,0,0,0,0,1,0,0,0
57707,TLDC1,Q6P9B6,0,0,0,0,1,0,0,0
64342,HS1BP3,Q53T59,0,0,0,0,1,0,0,0
441518,FAM127C,Q17RB0,0,0,0,0,1,0,0,0
5529,PPP2R5E,Q16537,0,0,0,0,1,0,0,0
10454,TAB1,Q15750,0,0,0,0,1,0,0,0
23395,LARS2,Q15031,0,0,0,0,1,0,0,0
9100,USP10,Q14694,0,0,0,0,1,0,0,0
2712,GK2,Q14410,0,0,0,0,1,0,0,0
2824,GPM6B,Q13491,0,1,0,0,1,0,0,0
663,BNIP2,Q12982,0,0,0,0,1,0,0,0
1762,DMWD,Q09019,0,0,0,0,1,0,0,0
84335,AKT1S1,Q96B36,0,0,0,0,1,0,0,0
114971,PTPMT1,Q8WUK0,0,0,0,0,1,0,0,0
84364,ARFGAP2,Q8N6H7,0,0,0,0,1,0,0,0
283578,TMED8,Q6PL24,0,0,0,0,1,0,0,0
10322,SMYD5,Q6GMV2,0,0,0,0,1,0,0,0
284361,EMC10,Q5UCC4,0,0,0,0,1,0,0,0
285148,IAH1,Q2TAA2,0,0,0,0,1,0,0,0
9104,RGN,Q15493,0,0,0,0,1,0,0,0
9804,TOMM20,Q15388,0,1,0,0,1,0,0,0
6921,TCEB1,Q15369,0,0,0,0,1,0,0,0
10457,GPNMB,Q14956,0,0,0,0,1,0,0,0
1605,DAG1,Q14118,0,0,0,0,1,0,0,0
950,SCARB2,Q14108,0,0,0,0,1,0,0,0
5471,PPAT,Q06203,0,0,0,0,1,0,0,0
7905,REEP5,Q00765,0,0,0,0,1,0,0,0
2785,GNG3,P63215,0,0,0,0,1,0,0,0
6169,RPL38,P63173,0,0,0,0,1,0,0,0
6993,DYNLT1,P63172,0,0,0,0,1,0,0,0
6632,SNRPD1,P62314,0,0,0,0,1,0,0,0
6635,SNRPE,P62304,0,0,0,0,1,0,0,0
6208,RPS14,P62263,0,0,0,0,1,0,0,0
51569,UFM1,P61960,0,0,0,0,1,0,0,0
5876,RABGGTB,P53611,0,0,0,0,1,0,0,0
27236,ARFIP1,P53367,0,0,0,0,1,0,0,0
5549,PRELP,P51888,0,0,0,0,1,0,0,0
3628,INPP1,P49441,0,0,0,0,1,0,0,0
997,CDC34,P49427,0,0,0,0,1,0,0,0
6119,RPA3,P35244,0,0,0,0,1,0,0,0
1854,DUT,P33316,0,0,0,0,1,0,0,0
527,ATP6V0C,P27449,0,1,0,0,1,0,0,0
52,ACP1,P24666,0,0,0,0,1,0,0,0
1312,COMT,P21964,0,0,0,0,1,0,0,0
5447,POR,P16435,0,0,0,0,1,0,0,0
960,CD44,P16070,0,0,0,0,1,0,0,0
1347,COX7A2,P14406,0,0,0,1,1,0,0,0
6738,TROVE2,P10155,0,0,0,0,1,0,0,0
97,ACYP1,P07311,0,0,0,0,1,0,0,0
6176,RPLP1,P05386,0,0,0,0,1,0,0,0
6285,S100B,P04271,0,0,0,0,1,0,0,0
4535,ND1,P03886,0,0,0,0,1,0,0,0
3493,IGHA1,P01876,0,0,0,0,1,0,0,0
12,SERPINA3,P01011,0,0,0,0,1,0,0,0
4508,ATP6,P00846,0,0,0,0,1,0,0,0
25796,PGLS,O95336,0,0,0,0,1,0,0,0
5010,CLDN11,O75508,0,0,0,0,1,0,0,0
79017,GGCT,O75223,0,0,0,0,1,0,0,0
57017,COQ9,O75208,0,0,0,0,1,0,0,0
51596,CUTA,O60888,0,0,0,0,1,0,0,0
8721,EDF1,O60869,0,0,0,0,1,0,0,0
10542,LAMTOR5,O43504,0,0,0,0,1,0,0,0
27089,UQCRQ,O14949,0,0,0,0,1,0,0,0
126393,HSPB6,O14558,0,0,0,0,1,0,0,0
729438,CASTOR2,A6NNH0,0,0,0,0,1,0,0,0
56181,MTFR1L,Q9H019,0,0,0,0,1,0,0,0
28989,NTMT1,Q9BV86,0,0,0,0,1,0,0,0
53918,PELO,Q9BRX2,0,0,0,0,1,0,0,0
7408,VASP,P50552,0,0,0,0,1,0,0,0
283450,HECTD4,Q9Y4D8,0,0,0,0,1,0,0,0
113026,PLCD3,Q8N3E9,0,0,0,0,1,0,0,0
26128,KIF1BP,Q96EK5,0,0,0,0,1,0,0,0
11022,TDRKH,Q9Y2W6,0,0,0,0,1,0,0,0
84959,UBASH3B,Q8TF42,0,0,0,0,1,0,0,0
2051,EPHB6,O15197,0,0,0,0,1,0,0,0
83955,NACA4P,Q9BZK3,0,0,0,0,1,0,0,0
8148,TAF15,Q92804,0,0,0,0,1,0,0,0
3984,LIMK1,P53667,0,0,0,0,1,0,0,0
51651,PTRH2,Q9Y3E5,0,0,0,0,1,0,0,0
345557,PLCXD3,Q63HM9,0,0,0,0,1,0,0,0
10960,LMAN2,Q12907,0,0,0,0,1,0,0,0
3840,KPNA4,O00629,0,0,0,0,1,0,0,0
127262,TPRG1L,Q5T0D9,0,0,0,0,1,0,0,0
140775,SMCR8,Q8TEV9,0,0,0,0,1,0,0,0
6521,SLC4A1,P02730,0,0,0,0,1,0,0,0
26115,TANC2,Q9HCD6,0,0,0,0,1,0,0,0
55914,ERBB2IP,Q96RT1,0,0,0,0,1,0,0,0
1956,EGFR,P00533,0,0,0,0,1,0,0,0
1795,DOCK3,Q8IZD9,0,0,0,0,1,0,0,0
1445,CSK,P41240,0,0,0,0,1,0,0,0
2549,GAB1,Q13480,0,0,0,0,1,0,0,0
483,ATP1B3,P54709,0,0,0,0,1,0,0,0
26088,GGA1,Q9UJY5,0,0,0,0,1,0,0,0
10388,SYCP2,Q9BX26,0,0,0,0,1,0,0,0
7094,TLN1,Q9Y490,0,0,0,0,1,0,0,0
2631,GBAS,O75323,0,0,0,0,1,0,0,0
8290,HIST3H3,Q16695,0,0,0,0,1,0,0,0
25940,FAM98A,Q8NCA5,0,0,0,0,1,0,0,0
1933,EEF1B2,P24534,0,0,0,0,1,0,0,0
29072,SETD2,Q9BYW2,0,0,0,0,1,0,0,0
54438,GFOD1,Q9NXC2,0,0,0,0,1,0,0,0
10767,HBS1L,Q9Y450,0,0,0,0,1,0,0,0
9946,CRYZL1,O95825,0,0,0,0,1,0,0,0
23474,ETHE1,O95571,0,0,0,0,1,0,0,0
400745,SH2D5,Q6ZV89,0,0,0,0,1,0,0,0
6311,ATXN2,Q99700,0,0,0,0,1,0,0,0
6513,SLC2A1,P11166,0,0,0,0,1,0,0,0
8036,SHOC2,Q9UQ13,0,0,0,0,1,0,0,0
3920,LAMP2,P13473,0,0,0,0,1,0,0,0
23205,ACSBG1,Q96GR2,0,0,0,0,1,0,0,0
10724,MGEA5,O60502,0,0,0,0,1,0,0,0
7512,XPNPEP2,O43895,0,0,0,0,1,0,0,0
2983,GUCY1B3,Q02153,0,0,0,0,1,0,0,0
84693,MCEE,Q96PE7,0,0,0,0,1,0,0,0
79896,THNSL1,Q8IYQ7,0,0,0,0,1,0,0,0
4696,NDUFA3,O95167,0,0,0,0,1,0,0,0
2665,GDI2,,0,0,0,0,0,1,0,0
308,ANXA5,,0,0,0,0,0,1,0,0
92399,MRRF,,0,0,0,0,0,1,0,0
396,ARHGDIA,,0,0,0,0,0,1,1,0
9615,GDA,,0,0,0,0,0,1,0,0
10015,PDCD6IP,,0,0,0,0,0,1,0,0
5019,OXCT1,,0,0,0,1,0,1,0,0
4817,NIT1,,1,0,0,0,0,0,0,0
5682,PSMA1,,1,0,1,0,0,0,0,1
2819,GPD1,,1,0,0,0,0,0,0,0
794,CALB2,,1,0,1,0,0,0,0,1
6843,VAMP1,,1,0,0,0,0,0,0,0
9522,SCAMP1,,1,1,0,0,0,0,0,0
11346,SYNPO,,1,0,0,0,0,0,0,0
22941,SHANK2,,1,0,0,0,0,0,0,0
50944,,,1,0,0,0,0,0,0,0
10675,CSPG5,,1,0,0,0,0,0,0,0
4340,MOG,,1,0,0,0,0,0,0,0
966,CD59,,1,0,0,0,0,0,0,0
134,ADORA1,,0,1,0,0,0,0,0,0
55102,ATG2B,,0,1,0,0,0,0,0,0
479,ATP12A,,0,1,0,0,0,0,0,0
493,ATP2B4,,0,1,0,0,0,0,0,0
9212,AURKB,,0,1,0,0,0,0,0,0
84303,CHCHD6,,0,1,0,0,0,0,0,0
54918,CMTM6,,0,1,0,0,0,0,0,0
28958,COA3,,0,1,0,0,0,0,0,0
1345,COX6C,,0,1,0,0,0,0,0,0
140690,CTCFL,,0,1,0,0,0,0,0,0
2554,GABRA1,,0,1,0,0,0,0,0,0
2670,GFAP,,0,1,0,0,0,0,1,0
2773,GNAI3,,0,1,0,0,0,0,0,0
54331,GNG2,,0,1,0,0,0,0,0,0
2861,GPR37,,0,1,0,0,0,0,0,0
2890,GRIA1,,0,1,1,0,0,0,0,1
2913,GRM3,,0,1,1,0,0,0,0,0
2944,GSTM1,,0,1,0,1,0,0,0,0
348980,HCN1,,0,1,0,0,0,0,0,0
7923,HSD17B8,,0,1,0,0,0,0,0,0
3708,ITPR1,,0,1,1,0,0,0,0,1
3785,KCNQ2,,0,1,0,0,0,0,0,0
3848,KRT1,,0,1,0,0,0,0,1,0
3858,KRT10,,0,1,0,0,0,0,1,0
3849,KRT2,,0,1,0,0,0,0,0,0
4054,LTBP3,,0,1,0,0,0,0,0,0
54996,2019-03-02 00:00:00,,0,1,0,0,0,0,0,0
4172,MCM3,,0,1,0,0,0,0,0,0
25902,MTHFD1L,,0,1,0,0,0,0,0,0
126328,NDUFA11,,0,1,0,0,0,0,0,0
9369,NRXN3,,0,1,0,0,0,0,0,0
55753,OGDHL,,0,1,0,0,0,0,0,0
51090,PLLP,,0,1,0,0,0,0,0,0
5621,PRNP,,0,1,0,0,0,0,0,0
5898,RALA,,0,1,1,0,0,0,0,1
6563,SLC14A1,,0,1,0,0,0,0,0,0
6512,SLC1A7,,0,1,0,0,0,0,0,0
219537,SMTNL1,,0,1,0,0,0,0,0,0
254863,TMEM256,,0,1,0,0,0,0,0,0
286262,TPRN,,0,1,0,0,0,0,0,0
11069,RAPGEF4,,0,0,1,0,0,0,0,1
2776,GNAQ,,0,0,1,0,0,0,0,1
5962,RDX,,0,0,1,0,0,0,0,1
9228,DLGAP2,,0,0,1,0,0,0,0,1
2912,GRM2,,0,0,1,0,0,0,0,1
3208,HPCA,,0,0,1,0,0,0,0,1
246213,SLC17A8,,0,0,1,0,0,0,0,1
387,RHOA,,0,0,1,0,0,0,0,1
23352,UBR4,,0,0,1,0,0,0,0,1
11258,DCTN3,,0,0,1,0,0,0,0,1
2903,GRIN2A,,0,0,1,0,0,0,0,1
9456,HOMER1,,0,0,1,0,0,0,0,1
388,RHOB,,0,0,1,0,0,0,0,1
2571,GAD1,,0,0,1,0,0,0,0,1
6708,SPTA1,,0,0,1,0,0,0,0,1
2892,GRIA3,,0,0,1,0,0,0,0,1
2893,GRIA4,,0,0,1,0,0,0,0,1
2891,GRIA2,,0,0,1,0,0,0,0,1
5532,PP3CB,,0,0,1,0,0,0,0,1
2769,GNA15,,0,0,1,0,0,0,0,0
5516,PPP2CB,,0,0,1,0,0,0,0,1
58512,DLGAP3,,0,0,1,0,0,0,0,1
2904,GRIN2B,,0,0,1,0,0,0,0,1
80318,GKAP1,,0,0,1,0,0,0,0,1
8997,KLRN,,0,0,1,0,0,0,0,1
5864,RAB3A,,0,0,1,1,0,0,0,1
5499,PPP1CA,,0,0,1,0,0,0,0,1
9379,NRXN2,,0,0,1,0,0,0,0,1
6093,ROCK1,,0,0,1,0,0,0,0,1
28227,PPP2R3B,,0,0,1,0,0,0,0,1
6262,RYR2,,0,0,1,0,0,0,0,1
375,ARF1,,0,0,1,0,0,0,0,1
286,ANK1,,0,0,1,0,0,0,0,1
3739,KCNA4,,0,0,1,0,0,0,0,1
2902,GRIN1,,0,0,1,0,0,0,0,1
5582,PRKCG,,0,0,1,0,0,0,0,1
2550,GABBR1,,0,0,1,0,0,0,0,1
8573,CASK,,0,0,1,0,0,0,0,1
9378,NRXN1,,0,0,1,0,0,0,0,1
5097,PCDH1,,0,0,1,0,0,0,0,1
1537,CYC1,,0,0,0,1,0,0,0,0
54205,CYCS,,0,0,0,1,0,0,0,0
5232,PGK2,,0,0,0,1,0,0,0,0
11034,DSTN,,0,0,0,1,0,0,0,0
302,ANXA2,,0,0,0,0,0,0,1,0
7414,VCL,,0,0,0,0,0,0,1,0
3857,KRT9,,0,0,0,0,0,0,1,0
84617,TUBB6,,0,0,0,0,0,0,1,0
253260,FRAP1,,0,0,0,0,0,0,0,1
100526833,SEPT5,,0,0,0,0,0,0,0,1
6543,NAC2,,0,0,0,0,0,0,0,1
2915,GRM5,,0,0,0,0,0,0,0,1
