entA,interaction,entB,directed
54438,pp,54438,FALSE
10152,pp,10152,FALSE
55964,pp,55964,FALSE
51466,pp,51466,FALSE
23549,pp,23549,FALSE
22895,pp,5864,FALSE
4738,pp,9040,FALSE
2475,pp,5861,FALSE
3840,pp,7536,FALSE
6342,pp,7536,FALSE
1213,pp,7536,FALSE
3184,pp,7536,FALSE
1471,pp,1471,FALSE
3708,pp,7416,FALSE
3313,pp,7416,FALSE
3313,pp,3708,FALSE
10105,pp,3708,FALSE
310,pp,6717,FALSE
2885,pp,9901,FALSE
481,pp,6521,FALSE
6176,pp,6181,FALSE
2982,pp,2983,FALSE
2983,pp,2983,FALSE
29978,pp,3178,FALSE
28958,pp,55210,FALSE
10059,pp,56947,FALSE
10980,pp,5594,FALSE
213,pp,213,FALSE
128866,pp,25978,FALSE
128866,pp,128866,FALSE
128866,pp,27183,FALSE
27183,pp,27183,FALSE
25978,pp,25978,FALSE
25978,pp,26227,FALSE
128866,pp,54862,FALSE
128866,pp,91782,FALSE
2670,pp,4747,FALSE
10313,pp,65009,FALSE
23786,pp,5354,FALSE
114569,pp,65009,FALSE
114569,pp,2571,FALSE
1785,pp,1785,FALSE
1785,pp,51429,FALSE
5566,pp,5577,FALSE
56904,pp,56904,FALSE
22924,pp,22924,FALSE
10540,pp,22924,FALSE
22919,pp,5576,FALSE
5818,pp,6386,FALSE
23513,pp,8874,FALSE
10059,pp,23513,FALSE
1501,pp,23513,FALSE
23513,pp,2977,FALSE
23513,pp,53616,FALSE
1499,pp,23513,FALSE
23513,pp,8671,FALSE
1501,pp,1739,FALSE
1739,pp,2904,FALSE
1739,pp,9922,FALSE
1501,pp,55914,FALSE
23513,pp,87,FALSE
23513,pp,81,FALSE
1739,pp,3739,FALSE
10938,pp,10938,FALSE
1173,pp,8349,FALSE
23647,pp,51100,FALSE
10105,pp,23647,FALSE
23647,pp,65009,FALSE
23647,pp,27236,FALSE
23647,pp,6386,FALSE
4259,pp,65991,FALSE
23780,pp,4259,FALSE
4259,pp,4259,FALSE
347,pp,4259,FALSE
4259,pp,9554,FALSE
116841,pp,4259,FALSE
29978,pp,5708,FALSE
149371,pp,7965,FALSE
10493,pp,5354,FALSE
54472,pp,5689,FALSE
10857,pp,439,FALSE
283578,pp,54918,FALSE
1962,pp,54918,FALSE
27316,pp,54918,FALSE
10313,pp,7781,FALSE
10313,pp,22908,FALSE
10980,pp,51138,FALSE
23780,pp,94097,FALSE
4741,pp,7431,FALSE
10152,pp,5682,FALSE
1809,pp,56896,FALSE
5594,pp,5682,FALSE
10484,pp,7536,FALSE
51100,pp,6642,FALSE
1073,pp,5862,FALSE
51466,pp,7791,FALSE
7408,pp,7791,FALSE
7791,pp,84816,FALSE
54769,pp,5910,FALSE
51056,pp,7791,FALSE
60491,pp,7295,FALSE
5524,pp,60491,FALSE
5050,pp,60491,FALSE
387,pp,9181,FALSE
23786,pp,347,FALSE
3187,pp,3187,FALSE
5682,pp,5833,FALSE
3190,pp,5605,FALSE
6386,pp,6642,FALSE
163,pp,408,FALSE
10226,pp,128866,FALSE
10226,pp,6642,FALSE
10226,pp,5780,FALSE
10226,pp,6643,FALSE
54472,pp,80262,FALSE
57471,pp,84816,FALSE
25813,pp,84303,FALSE
84959,pp,9228,FALSE
5689,pp,84959,FALSE
10342,pp,3927,FALSE
3927,pp,9146,FALSE
29978,pp,3927,FALSE
4893,pp,5910,FALSE
4893,pp,9610,FALSE
11140,pp,5706,FALSE
5705,pp,5706,FALSE
3208,pp,7381,FALSE
1962,pp,51566,FALSE
283578,pp,55967,FALSE
29978,pp,5730,FALSE
5518,pp,5524,FALSE
80212,pp,80212,FALSE
1962,pp,8575,FALSE
10342,pp,9146,FALSE
115827,pp,5877,FALSE
114569,pp,8803,FALSE
114569,pp,51100,FALSE
10133,pp,6386,FALSE
10133,pp,9255,FALSE
27236,pp,9522,FALSE
65009,pp,9522,FALSE
23647,pp,9522,FALSE
5780,pp,9522,FALSE
126298,pp,81631,FALSE
1457,pp,1457,FALSE
11235,pp,2193,FALSE
5689,pp,5692,FALSE
25801,pp,5692,FALSE
5692,pp,9146,FALSE
3208,pp,56005,FALSE
1312,pp,2010,FALSE
5354,pp,91663,FALSE
9255,pp,9456,FALSE
80221,pp,9143,FALSE
65009,pp,9143,FALSE
10226,pp,9143,FALSE
51100,pp,9143,FALSE
4354,pp,9143,FALSE
27236,pp,9143,FALSE
1962,pp,9143,FALSE
10152,pp,2280,FALSE
10152,pp,9228,FALSE
10152,pp,112574,FALSE
10152,pp,5062,FALSE
10152,pp,23114,FALSE
10152,pp,51517,FALSE
51517,pp,5300,FALSE
51517,pp,8522,FALSE
282974,pp,9146,FALSE
6386,pp,80318,FALSE
221184,pp,51517,FALSE
816,pp,817,FALSE
816,pp,818,FALSE
11140,pp,816,FALSE
149371,pp,56243,FALSE
51100,pp,8723,FALSE
10980,pp,53358,FALSE
112936,pp,55737,FALSE
5701,pp,5708,FALSE
5594,pp,8682,FALSE
4722,pp,8834,FALSE
192683,pp,23647,FALSE
192683,pp,6455,FALSE
392,pp,6455,FALSE
273,pp,5530,FALSE
51286,pp,56947,FALSE
10152,pp,5530,FALSE
5887,pp,7316,FALSE
28227,pp,9146,FALSE
25801,pp,83451,FALSE
51100,pp,7163,FALSE
2316,pp,53918,FALSE
60484,pp,6396,FALSE
5689,pp,8396,FALSE
60682,pp,64744,FALSE
493856,pp,9854,FALSE
23780,pp,493856,FALSE
493856,pp,63908,FALSE
1962,pp,493856,FALSE
112755,pp,91452,FALSE
2912,pp,91452,FALSE
817,pp,818,FALSE
23111,pp,5573,FALSE
63908,pp,9342,FALSE
112755,pp,63908,FALSE
63908,pp,6804,FALSE
10152,pp,9892,FALSE
5129,pp,9135,FALSE
7965,pp,9135,FALSE
10152,pp,9135,FALSE
11345,pp,8887,FALSE
5887,pp,8887,FALSE
7316,pp,8887,FALSE
5333,pp,9146,FALSE
1915,pp,23170,FALSE
63908,pp,6857,FALSE
663,pp,6857,FALSE
10105,pp,6856,FALSE
6386,pp,6856,FALSE
2010,pp,6804,FALSE
23780,pp,6804,FALSE
6804,pp,6844,FALSE
5354,pp,6804,FALSE
6804,pp,9554,FALSE
6804,pp,6843,FALSE
6804,pp,6804,FALSE
2824,pp,6804,FALSE
116841,pp,6804,FALSE
6855,pp,92399,FALSE
5780,pp,6855,FALSE
11140,pp,6804,FALSE
6642,pp,6855,FALSE
51100,pp,6855,FALSE
10105,pp,6855,FALSE
23647,pp,6855,FALSE
10226,pp,6855,FALSE
23066,pp,6855,FALSE
65009,pp,6855,FALSE
1962,pp,57017,FALSE
57017,pp,80221,FALSE
6642,pp,7905,FALSE
23647,pp,7905,FALSE
10006,pp,9456,FALSE
10006,pp,7408,FALSE
10006,pp,56243,FALSE
10006,pp,10152,FALSE
10006,pp,23114,FALSE
10056,pp,2193,FALSE
54940,pp,7781,FALSE
11140,pp,60,FALSE
4741,pp,4747,FALSE
56947,pp,56947,FALSE
22908,pp,56947,FALSE
5354,pp,56947,FALSE
51090,pp,56947,FALSE
23780,pp,56947,FALSE
347,pp,56947,FALSE
56947,pp,9554,FALSE
10484,pp,56947,FALSE
1785,pp,6386,FALSE
10484,pp,1785,FALSE
2885,pp,8936,FALSE
3799,pp,5577,FALSE
1738,pp,8050,FALSE
25874,pp,6642,FALSE
25874,pp,25874,FALSE
112755,pp,9342,FALSE
10938,pp,9342,FALSE
10529,pp,7414,FALSE
5518,pp,6801,FALSE
11235,pp,6801,FALSE
10575,pp,10576,FALSE
5834,pp,5837,FALSE
10814,pp,65009,FALSE
6386,pp,98,FALSE
3945,pp,6386,FALSE
23205,pp,6386,FALSE
6386,pp,663,FALSE
5413,pp,6386,FALSE
6386,pp,63908,FALSE
26232,pp,6386,FALSE
441518,pp,6386,FALSE
3190,pp,386617,FALSE
29966,pp,5518,FALSE
6636,pp,9885,FALSE
2946,pp,2949,FALSE
5910,pp,5912,FALSE
11140,pp,55964,FALSE
5414,pp,8655,FALSE
11345,pp,8655,FALSE
196403,pp,2534,FALSE
196403,pp,2885,FALSE
1962,pp,7415,FALSE
653689,pp,7415,FALSE
8646,pp,8825,FALSE
23052,pp,7447,FALSE
1159,pp,1329,FALSE
2782,pp,55697,FALSE
3927,pp,55697,FALSE
5537,pp,55697,FALSE
55697,pp,83451,FALSE
1962,pp,55697,FALSE
55697,pp,55697,FALSE
29978,pp,6782,FALSE
7295,pp,87,FALSE
10612,pp,10612,FALSE
10612,pp,1453,FALSE
10612,pp,23321,FALSE
2286,pp,29978,FALSE
29978,pp,5887,FALSE
29978,pp,29979,FALSE
29978,pp,9146,FALSE
29978,pp,7917,FALSE
29978,pp,5300,FALSE
29978,pp,7335,FALSE
29978,pp,5479,FALSE
29978,pp,51144,FALSE
11332,pp,29978,FALSE
10152,pp,29978,FALSE
29978,pp,56005,FALSE
29978,pp,7316,FALSE
29978,pp,55739,FALSE
29978,pp,441518,FALSE
29978,pp,29978,FALSE
29978,pp,81567,FALSE
112755,pp,6844,FALSE
112755,pp,6843,FALSE
112755,pp,116841,FALSE
5566,pp,5573,FALSE
127281,pp,55346,FALSE
1429,pp,1429,FALSE
285148,pp,285148,FALSE
25932,pp,286262,FALSE
22905,pp,23558,FALSE
22905,pp,7316,FALSE
22905,pp,23111,FALSE
1741,pp,7458,FALSE
1741,pp,9229,FALSE
1741,pp,9228,FALSE
23780,pp,283578,FALSE
5636,pp,5636,FALSE
5631,pp,5636,FALSE
10938,pp,30845,FALSE
1399,pp,5706,FALSE
162,pp,25977,FALSE
10484,pp,8803,FALSE
11112,pp,950,FALSE
11112,pp,9854,FALSE
11112,pp,6844,FALSE
11112,pp,9554,FALSE
11112,pp,1312,FALSE
148252,pp,5910,FALSE
51678,pp,8825,FALSE
10243,pp,5682,FALSE
1781,pp,6993,FALSE
53918,pp,6993,FALSE
6993,pp,87,FALSE
80273,pp,80273,FALSE
5682,pp,6993,FALSE
6386,pp,6993,FALSE
11140,pp,818,FALSE
5689,pp,818,FALSE
10419,pp,11140,FALSE
10419,pp,2051,FALSE
6272,pp,7018,FALSE
4199,pp,4199,FALSE
56850,pp,5689,FALSE
1962,pp,56850,FALSE
11140,pp,56850,FALSE
56850,pp,56850,FALSE
4698,pp,4722,FALSE
5689,pp,6455,FALSE
1740,pp,9228,FALSE
1740,pp,9229,FALSE
1740,pp,58512,FALSE
5594,pp,6812,FALSE
3927,pp,815,FALSE
815,pp,816,FALSE
815,pp,818,FALSE
815,pp,817,FALSE
11140,pp,815,FALSE
22941,pp,9456,FALSE
10458,pp,22941,FALSE
22941,pp,5530,FALSE
29979,pp,7917,FALSE
29979,pp,56005,FALSE
345557,pp,5034,FALSE
6386,pp,9854,FALSE
55856,pp,56005,FALSE
3039,pp,3045,FALSE
10152,pp,2670,FALSE
11140,pp,2670,FALSE
11140,pp,71,FALSE
1917,pp,23170,FALSE
23170,pp,3337,FALSE
84056,pp,9525,FALSE
11140,pp,8522,FALSE
10146,pp,9100,FALSE
10152,pp,10540,FALSE
6285,pp,6386,FALSE
2010,pp,9217,FALSE
1159,pp,5702,FALSE
9218,pp,9885,FALSE
347,pp,9218,FALSE
1173,pp,4354,FALSE
51606,pp,9751,FALSE
23474,pp,23474,FALSE
10574,pp,23558,FALSE
54585,pp,55233,FALSE
54585,pp,5689,FALSE
1962,pp,54585,FALSE
10580,pp,84816,FALSE
54585,pp,5682,FALSE
4259,pp,6507,FALSE
5687,pp,5709,FALSE
6386,pp,9145,FALSE
65009,pp,9145,FALSE
10226,pp,9145,FALSE
53358,pp,5714,FALSE
5714,pp,9588,FALSE
10211,pp,1329,FALSE
114876,pp,9218,FALSE
287,pp,30845,FALSE
30845,pp,51479,FALSE
10938,pp,64145,FALSE
30845,pp,64145,FALSE
10454,pp,8473,FALSE
115207,pp,115207,FALSE
3945,pp,535,FALSE
3837,pp,3840,FALSE
7917,pp,7917,FALSE
1410,pp,226,FALSE
1410,pp,1639,FALSE
10675,pp,351,FALSE
1453,pp,5789,FALSE
2011,pp,5789,FALSE
3983,pp,5789,FALSE
9026,pp,9026,FALSE
5595,pp,5595,FALSE
5594,pp,5594,FALSE
5581,pp,5581,FALSE
10135,pp,10135,FALSE
2923,pp,2923,FALSE
3799,pp,3799,FALSE
10971,pp,7529,FALSE
7529,pp,7529,FALSE
10971,pp,10971,FALSE
7533,pp,7533,FALSE
7532,pp,7532,FALSE
10971,pp,7532,FALSE
7529,pp,7532,FALSE
348,pp,351,FALSE
1399,pp,1399,FALSE
2235,pp,2235,FALSE
6009,pp,7178,FALSE
2571,pp,2571,FALSE
5058,pp,5093,FALSE
5058,pp,5236,FALSE
5058,pp,6130,FALSE
1155,pp,5058,FALSE
2316,pp,5058,FALSE
2617,pp,2617,FALSE
6647,pp,6647,FALSE
4735,pp,4735,FALSE
55847,pp,55847,FALSE
1639,pp,22919,FALSE
25978,pp,9525,FALSE
25978,pp,27183,FALSE
5052,pp,5052,FALSE
54205,pp,5447,FALSE
3735,pp,3735,FALSE
25801,pp,6717,FALSE
5184,pp,7874,FALSE
10059,pp,6455,FALSE
5413,pp,989,FALSE
5595,pp,644,FALSE
22919,pp,9212,FALSE
11047,pp,29978,FALSE
10015,pp,128866,FALSE
375,pp,375,FALSE
2058,pp,7965,FALSE
7416,pp,7416,FALSE
10015,pp,10016,FALSE
51429,pp,51429,FALSE
6272,pp,6272,FALSE
361,pp,361,FALSE
9368,pp,9368,FALSE
10015,pp,3958,FALSE
288,pp,8546,FALSE
217,pp,217,FALSE
5573,pp,5573,FALSE
2890,pp,5499,FALSE
32,pp,32,FALSE
8290,pp,8294,FALSE
818,pp,818,FALSE
5095,pp,5096,FALSE
10963,pp,3326,FALSE
3326,pp,9049,FALSE
5654,pp,5654,FALSE
4685,pp,4685,FALSE
10815,pp,6616,FALSE
57524,pp,57524,FALSE
1191,pp,351,FALSE
55611,pp,7334,FALSE
4627,pp,4627,FALSE
6563,pp,6563,FALSE
547,pp,547,FALSE
5315,pp,5315,FALSE
2058,pp,2058,FALSE
3418,pp,3418,FALSE
2782,pp,54331,FALSE
2043,pp,2043,FALSE
6301,pp,6301,FALSE
5499,pp,5527,FALSE
5214,pp,5214,FALSE
214,pp,214,FALSE
26052,pp,26052,FALSE
23380,pp,23380,FALSE
10243,pp,23380,FALSE
4137,pp,5654,FALSE
6521,pp,6521,FALSE
1398,pp,5478,FALSE
7353,pp,7415,FALSE
5091,pp,5091,FALSE
7781,pp,7781,FALSE
1272,pp,26047,FALSE
1272,pp,1272,FALSE
5300,pp,5604,FALSE
8290,pp,9212,FALSE
8575,pp,998,FALSE
5704,pp,998,FALSE
5654,pp,998,FALSE
10989,pp,5160,FALSE
1272,pp,2861,FALSE
23770,pp,2861,FALSE
2550,pp,2861,FALSE
2861,pp,7184,FALSE
2861,pp,2861,FALSE
2861,pp,6520,FALSE
2861,pp,6543,FALSE
2861,pp,57348,FALSE
2861,pp,333926,FALSE
144402,pp,23513,FALSE
23513,pp,491,FALSE
23513,pp,490,FALSE
23513,pp,25824,FALSE
23513,pp,2904,FALSE
23513,pp,6563,FALSE
1739,pp,53616,FALSE
1739,pp,2977,FALSE
1739,pp,23096,FALSE
1739,pp,8776,FALSE
1742,pp,2977,FALSE
1501,pp,1742,FALSE
2977,pp,6641,FALSE
2977,pp,6640,FALSE
6507,pp,6507,FALSE
392,pp,663,FALSE
23190,pp,7415,FALSE
80331,pp,8618,FALSE
3267,pp,80331,FALSE
163,pp,80331,FALSE
80331,pp,8825,FALSE
80331,pp,8573,FALSE
25977,pp,80331,FALSE
80331,pp,8650,FALSE
80331,pp,9892,FALSE
64145,pp,80331,FALSE
80331,pp,9342,FALSE
6622,pp,80331,FALSE
6457,pp,80331,FALSE
80331,pp,9522,FALSE
192683,pp,80331,FALSE
80331,pp,9369,FALSE
6843,pp,80331,FALSE
6855,pp,80331,FALSE
6857,pp,80331,FALSE
6844,pp,80331,FALSE
3039,pp,80331,FALSE
5718,pp,80331,FALSE
6529,pp,80331,FALSE
80331,pp,9146,FALSE
57030,pp,80331,FALSE
160,pp,80331,FALSE
246213,pp,80331,FALSE
3312,pp,4137,FALSE
274,pp,4137,FALSE
351,pp,5354,FALSE
351,pp,55754,FALSE
351,pp,4508,FALSE
351,pp,9217,FALSE
321,pp,351,FALSE
22883,pp,321,FALSE
321,pp,321,FALSE
2597,pp,6521,FALSE
3190,pp,8349,FALSE
114882,pp,8349,FALSE
5339,pp,5709,FALSE
3329,pp,55157,FALSE
287,pp,6238,FALSE
10469,pp,16,FALSE
10130,pp,5036,FALSE
11331,pp,5245,FALSE
1327,pp,63893,FALSE
54927,pp,84303,FALSE
113146,pp,9868,FALSE
10105,pp,5478,FALSE
11344,pp,3151,FALSE
11331,pp,54205,FALSE
1329,pp,493,FALSE
6050,pp,7381,FALSE
2286,pp,84056,FALSE
4701,pp,832,FALSE
5479,pp,811,FALSE
3309,pp,5334,FALSE
11331,pp,23236,FALSE
3313,pp,3329,FALSE
4659,pp,7184,FALSE
54927,pp,85358,FALSE
5802,pp,6238,FALSE
4698,pp,4705,FALSE
5962,pp,811,FALSE
1742,pp,3329,FALSE
3799,pp,5479,FALSE
10768,pp,1937,FALSE
27101,pp,6130,FALSE
3184,pp,4137,FALSE
10130,pp,3309,FALSE
55198,pp,7531,FALSE
1431,pp,3336,FALSE
10525,pp,3309,FALSE
5245,pp,54205,FALSE
6136,pp,7001,FALSE
3151,pp,8036,FALSE
3329,pp,81609,FALSE
11140,pp,5589,FALSE
6217,pp,6223,FALSE
3151,pp,64853,FALSE
129285,pp,2923,FALSE
10469,pp,4978,FALSE
3069,pp,6738,FALSE
10529,pp,2597,FALSE
1915,pp,3098,FALSE
10476,pp,3030,FALSE
10476,pp,506,FALSE
23284,pp,509,FALSE
293,pp,6238,FALSE
3785,pp,5034,FALSE
1500,pp,6647,FALSE
3329,pp,4741,FALSE
3309,pp,7184,FALSE
11331,pp,54940,FALSE
8803,pp,9793,FALSE
4191,pp,498,FALSE
1795,pp,9601,FALSE
387680,pp,9217,FALSE
488,pp,8671,FALSE
10574,pp,10576,FALSE
56850,pp,9601,FALSE
10130,pp,55102,FALSE
3329,pp,8473,FALSE
10131,pp,3313,FALSE
4128,pp,4129,FALSE
1845,pp,7284,FALSE
10575,pp,6950,FALSE
10576,pp,6950,FALSE
4698,pp,4701,FALSE
7416,pp,7419,FALSE
3329,pp,9897,FALSE
4133,pp,51144,FALSE
498,pp,539,FALSE
4723,pp,4731,FALSE
2023,pp,84263,FALSE
23041,pp,3151,FALSE
5910,pp,821,FALSE
5479,pp,5589,FALSE
10576,pp,22948,FALSE
6188,pp,6224,FALSE
476,pp,481,FALSE
6223,pp,7417,FALSE
7417,pp,7419,FALSE
22884,pp,7430,FALSE
829,pp,832,FALSE
1329,pp,7385,FALSE
3313,pp,80273,FALSE
3309,pp,58513,FALSE
10525,pp,58513,FALSE
288,pp,7203,FALSE
10694,pp,6950,FALSE
6576,pp,7184,FALSE
3329,pp,7402,FALSE
10322,pp,8682,FALSE
60,pp,9948,FALSE
3151,pp,7402,FALSE
3006,pp,7402,FALSE
3006,pp,8349,FALSE
3006,pp,8290,FALSE
3151,pp,8349,FALSE
6130,pp,79784,FALSE
79026,pp,8290,FALSE
10121,pp,5339,FALSE
2058,pp,8290,FALSE
2058,pp,8349,FALSE
11076,pp,3151,FALSE
3151,pp,9135,FALSE
6421,pp,6558,FALSE
8290,pp,8349,FALSE
2319,pp,9961,FALSE
2539,pp,3006,FALSE
3006,pp,6000,FALSE
4130,pp,5339,FALSE
25851,pp,3006,FALSE
3308,pp,3312,FALSE
23285,pp,8349,FALSE
23176,pp,989,FALSE
3181,pp,3190,FALSE
3178,pp,3181,FALSE
114789,pp,5339,FALSE
3312,pp,7408,FALSE
6708,pp,8290,FALSE
8349,pp,9475,FALSE
7431,pp,8831,FALSE
4522,pp,79026,FALSE
5094,pp,7415,FALSE
8294,pp,8349,FALSE
3006,pp,8294,FALSE
3151,pp,8294,FALSE
4691,pp,8290,FALSE
5333,pp,5339,FALSE
64422,pp,6709,FALSE
10989,pp,5481,FALSE
10574,pp,5689,FALSE
3006,pp,9901,FALSE
1431,pp,5339,FALSE
5339,pp,8290,FALSE
10645,pp,7431,FALSE
476,pp,501,FALSE
1211,pp,1213,FALSE
3006,pp,490,FALSE
3151,pp,822,FALSE
492,pp,8349,FALSE
3708,pp,5339,FALSE
7094,pp,8349,FALSE
5339,pp,6238,FALSE
8290,pp,9693,FALSE
54918,pp,6711,FALSE
3006,pp,84364,FALSE
3006,pp,7184,FALSE
3151,pp,8290,FALSE
3006,pp,9601,FALSE
3184,pp,5906,FALSE
8349,pp,9854,FALSE
10121,pp,113146,FALSE
6457,pp,6709,FALSE
3312,pp,7265,FALSE
134957,pp,8607,FALSE
3312,pp,3840,FALSE
477,pp,667,FALSE
55605,pp,8290,FALSE
387680,pp,6709,FALSE
79026,pp,8349,FALSE
25758,pp,8349,FALSE
8349,pp,9961,FALSE
114793,pp,8349,FALSE
51555,pp,7431,FALSE
287,pp,3006,FALSE
1020,pp,2597,FALSE
3006,pp,5122,FALSE
3181,pp,3184,FALSE
10419,pp,5339,FALSE
5494,pp,6709,FALSE
50944,pp,8294,FALSE
5064,pp,51004,FALSE
60,pp,832,FALSE
10146,pp,2597,FALSE
5901,pp,8290,FALSE
1629,pp,1653,FALSE
10236,pp,4137,FALSE
3295,pp,6342,FALSE
3309,pp,5036,FALSE
6624,pp,8349,FALSE
23335,pp,6421,FALSE
10121,pp,1962,FALSE
3181,pp,5527,FALSE
309,pp,6130,FALSE
10075,pp,6710,FALSE
3006,pp,8036,FALSE
51520,pp,7431,FALSE
5339,pp,9118,FALSE
302,pp,79026,FALSE
3329,pp,9097,FALSE
10492,pp,26092,FALSE
23041,pp,6709,FALSE
8290,pp,9941,FALSE
8290,pp,9349,FALSE
5901,pp,8294,FALSE
3309,pp,80728,FALSE
55752,pp,989,FALSE
29767,pp,56005,FALSE
3184,pp,4131,FALSE
1384,pp,6711,FALSE
10476,pp,11034,FALSE
10989,pp,4134,FALSE
2597,pp,4712,FALSE
1795,pp,8290,FALSE
1937,pp,3006,FALSE
1211,pp,25885,FALSE
5034,pp,5479,FALSE
7417,pp,79026,FALSE
10097,pp,3184,FALSE
4659,pp,6184,FALSE
4691,pp,6709,FALSE
27316,pp,28989,FALSE
23157,pp,989,FALSE
10131,pp,60,FALSE
2023,pp,6642,FALSE
3329,pp,8650,FALSE
11346,pp,87,FALSE
60,pp,7178,FALSE
5052,pp,7178,FALSE
3313,pp,7178,FALSE
10801,pp,55752,FALSE
10801,pp,989,FALSE
10801,pp,4735,FALSE
3028,pp,3028,FALSE
1956,pp,6642,FALSE
2048,pp,2048,FALSE
1020,pp,1020,FALSE
1213,pp,9146,FALSE
1465,pp,1465,FALSE
1915,pp,5335,FALSE
1936,pp,3895,FALSE
2512,pp,51678,FALSE
2316,pp,3688,FALSE
2017,pp,22941,FALSE
387,pp,5910,FALSE
5066,pp,8997,FALSE
5906,pp,5910,FALSE
149371,pp,5898,FALSE
6181,pp,6181,FALSE
1191,pp,1191,FALSE
164,pp,6855,FALSE
162,pp,164,FALSE
2194,pp,2194,FALSE
6854,pp,6854,FALSE
5901,pp,5902,FALSE
2475,pp,29979,FALSE
1785,pp,50944,FALSE
1785,pp,22941,FALSE
6453,pp,9522,FALSE
10006,pp,55740,FALSE
22941,pp,8874,FALSE
10059,pp,2932,FALSE
50944,pp,8874,FALSE
29979,pp,5034,FALSE
29993,pp,29993,FALSE
10128,pp,55201,FALSE
10492,pp,5781,FALSE
2037,pp,2286,FALSE
2037,pp,2890,FALSE
10681,pp,2785,FALSE
51429,pp,51678,FALSE
149371,pp,55770,FALSE
10092,pp,10093,FALSE
64225,pp,84100,FALSE
27316,pp,9491,FALSE
10587,pp,5702,FALSE
23111,pp,7846,FALSE
1399,pp,613,FALSE
71,pp,7114,FALSE
2571,pp,5566,FALSE
2571,pp,5581,FALSE
221692,pp,5499,FALSE
476,pp,5578,FALSE
476,pp,5594,FALSE
476,pp,5595,FALSE
5868,pp,6386,FALSE
1072,pp,10808,FALSE
10808,pp,83658,FALSE
2913,pp,5494,FALSE
